Station Name,Province,Year,Mean Temperature (C),Total Precipitation (mm)
WINDSOR RIVERSIDE,ON,2001,23.5,35.9
WINDSOR A,ON,2001,22.9,38.0
WOODSLEE CDA AUTOMATIC CLIMATE STATION,ON,2001,22.8,14.6
POINT PELEE CS,ON,2001,23.3,24.2
BRANTFORD MOE,ON,2001,20.6,6.5
CULLODEN EASEY,ON,2001,20.4,14.0
FERGUS SHAND DAM,ON,2001,18.8,62.4
FERGUS MOE,ON,2001,18.9,48.6
FOLDENS,ON,2001,20.0,15.3
GLEN ALLAN,ON,2001,18.8,51.4
GUELPH TURFGRASS CS,ON,2001,18.4,26.8
ILDERTON BEAR CREEK,ON,2001,20.8,18.6
LONDON INT'L AIRPORT,ON,2001,20.2,14.2
MOUNT FOREST,ON,2001,18.5,37.4
MOUNT FOREST (AUT),ON,2001,17.8,32.0
ROSEVILLE,ON,2001,19.4,19.7
RUSKVIEW,ON,2001,18.7,26.0
SALEM,ON,2001,18.3,45.8
STRATFORD MOE,ON,2001,20.0,13.8
STRATHROY-MULLIFARRY,ON,2001,21.0,25.6
WATERLOO WELLINGTON A,ON,2001,19.4,20.3
WOODSTOCK,NB,2001,17.9,128.6
ELORA AUTOMATIC CLIMATE STATION,ON,2001,18.6,45.0
NILESTOWN,ON,2001,20.3,30.4
ALBERTON,ON,2001,18.8,61.5
BELLEVILLE,ON,2001,20.8,8.8
BLACKSTOCK,ON,2001,18.8,31.7
BOWMANVILLE MOSTERT,ON,2001,19.0,61.0
BURKETON MCLAUGHLIN,ON,2001,19.0,37.6
CALEDON NORTH,ON,2001,18.3,49.0
CAMBORNE,ON,2001,18.8,32.8
CENTREVILLE,ON,2001,20.3,5.4
COBOURG (AUT),ON,2001,18.3,44.2
COBOURG STP,ON,2001,18.6,39.6
CRESSY,ON,2001,20.5,21.0
GEORGETOWN WWTP,ON,2001,19.1,42.2
HAMILTON A,ON,2001,20.0,22.7
HAMILTON RBG CS,ON,2001,20.3,33.8
JANETVILLE,ON,2001,19.1,28.8
KALADAR,ON,2001,19.7,5.2
KING SMOKE TREE,ON,2001,19.3,39.4
MADOC,ON,2001,19.9,7.2
MARSH HILL,ON,2001,19.4,33.4
MILLGROVE,ON,2001,19.9,25.0
ORANGEVILLE MOE,ON,2001,18.1,73.6
WHITBY MUELLER,ON,2001,19.7,68.6
OSHAWA WPCP,ON,2001,19.6,65.6
OAKVILLE GERARD,ON,2001,21.0,61.3
POINT PETRE (AUT),ON,2001,19.2,20.2
PONTYPOOL,ON,2001,19.5,30.6
PORT PERRY NONQUON,ON,2001,18.5,31.5
RICHMOND HILL,ON,2001,20.1,39.2
SANDFORD SOLETUDE,ON,2001,18.6,50.3
TORONTO,ON,2001,21.4,49.8
TORONTO ISLAND A,ON,2001,19.4,65.5
TORONTO LESTER B. PEARSON INT'L A,ON,2001,21.0,34.0
TRENTON A,ON,2001,19.9,11.0
WOODBRIDGE,ON,2001,20.8,62.8
WOOLER,ON,2001,18.9,15.8
MOUNTAINVIEW,ON,2001,20.5,13.6
TORONTO BUTTONVILLE A,ON,2001,20.0,47.0
OAKVILLE SOUTHEAST WPCP,ON,2001,21.0,25.0
NAPANEE,ON,2001,19.7,11.6
TORONTO NORTH YORK,ON,2001,20.2,55.8
BOLTON NORTH,ON,2001,18.7,46.7
HALIBURTON 3,ON,2001,17.7,53.8
HARTLEY,ON,2001,18.7,37.1
LINDSAY FROST,ON,2001,19.3,34.0
MINDEN,ON,2001,18.7,18.2
NORWOOD,ON,2001,18.7,12.0
PETERBOROUGH A,ON,2001,18.5,16.4
PETERBOROUGH TRENT U,ON,2001,19.6,18.6
BANCROFT AUTO,ON,2001,17.6,11.2
BEAUPORT,QC,2001,19.2,86.5
COTEAU DU LAC,QC,2001,19.2,59.8
DESCHAMBAULT,QC,2001,18.5,148.8
DONNACONA 2,QC,2001,18.9,140.7
HEROUXVILLE,QC,2001,17.0,133.7
JOLIETTE VILLE,QC,2001,19.5,27.0
L'ASSOMPTION,QC,2001,18.8,38.0
LES CEDRES,QC,2001,19.5,50.6
LOUISEVILLE,QC,2001,18.7,113.6
MASCOUCHE,QC,2001,20.3,70.6
OKA,QC,2001,19.1,62.6
L'ETAPE,QC,2001,13.3,216.8
RIGAUD,QC,2001,19.4,83.4
RIVIERE VERTE OUEST,QC,2001,17.0,166.2
ST ALBAN,QC,2001,19.1,106.8
ST ALEXIS DES MONTS,QC,2001,17.9,118.8
STE ANNE DE LA PERADE,QC,2001,18.4,90.2
STE BEATRIX,QC,2001,17.3,117.1
ST CHARLES DE MANDEVILLE,QC,2001,18.1,96.4
STE CHRISTINE,QC,2001,17.3,137.9
ST COME,QC,2001,16.7,104.2
ST DONAT,QC,2001,13.6,51.6
ST JACQUES,QC,2001,18.5,49.0
ST JANVIER,QC,2001,17.8,63.8
ST NARCISSE,QC,2001,18.4,113.8
STE THERESE OUEST,QC,2001,19.3,72.2
SHAWINIGAN,QC,2001,18.2,140.6
TROIS-RIVIERES,QC,2001,19.7,82.2
BEAUCEVILLE,QC,2001,17.2,133.4
TROIS RIVIERES AQUEDUC,QC,2001,18.9,102.6
LAC AUX SABLES,QC,2001,18.1,102.1
STE-FOY (U. LAVAL),QC,2001,18.1,89.1
LEMIEUX,QC,2001,17.2,122.0
QUEBEC/JEAN LESAGE INTL,QC,2001,17.7,75.7
ARTHABASKA,QC,2001,18.5,157.5
AUTEUIL,QC,2001,20.0,55.0
BEAUSEJOUR,QC,2001,18.3,132.8
BONSECOURS,QC,2001,17.3,182.7
BROME,QC,2001,17.9,100.8
BROMPTONVILLE,QC,2001,18.3,118.4
COATICOOK,QC,2001,17.7,151.0
DANVILLE,QC,2001,18.4,108.8
DRUMMONDVILLE,QC,2001,19.5,93.2
FARNHAM,QC,2001,19.1,153.6
FLEURY,QC,2001,18.8,90.7
FORTIERVILLE,QC,2001,18.4,130.8
FRELIGHSBURG,QC,2001,18.5,43.2
GEORGEVILLE,QC,2001,17.9,99.4
GRANBY,QC,2001,18.8,90.5
HEMMINGFORD FOUR WINDS,QC,2001,20.1,28.8
HUNTINGDON,QC,2001,19.4,45.0
IBERVILLE,QC,2001,19.2,132.2
LAC MEGANTIC 2,QC,2001,16.6,156.6
LAPRAIRIE,QC,2001,18.5,81.2
LAURIERVILLE,QC,2001,17.9,141.4
LAUZON,QC,2001,17.8,105.0
LENNOXVILLE,QC,2001,17.6,106.8
LINGWICK,QC,2001,17.0,106.2
MAGOG,QC,2001,18.2,112.7
MARIEVILLE,QC,2001,19.4,127.8
MCTAVISH,QC,2001,20.3,43.3
MILAN,QC,2001,15.9,151.5
MONT-ORFORD,QC,2001,14.9,99.3
MONTREAL/PIERRE ELLIOTT TRUDEAU INTL A,QC,2001,20.2,33.0
NICOLET,QC,2001,18.4,112.1
NOTRE DAME DES BOIS,QC,2001,16.0,154.9
ORMSTOWN,QC,2001,19.7,68.6
PHILIPSBURG,QC,2001,19.8,73.8
PIERREVILLE,QC,2001,19.3,89.4
RICHMOND,QC,2001,17.9,110.0
RIVIERE DES PRAIRIES,QC,2001,20.5,61.3
SABREVOIS,QC,2001,19.3,69.0
ST AMABLE,QC,2001,19.5,105.0
ST ANICET,QC,2001,19.9,42.4
ST BERNARD DE LACOLLE,QC,2001,19.8,61.9
STE-CLOTHILDE,QC,2001,19.0,49.0
ST COME DE LINIERE,QC,2001,16.5,79.4
ST EPHREM,QC,2001,17.2,63.8
ST FERDINAND,QC,2001,17.6,120.1
ST FLAVIEN,QC,2001,17.8,150.4
STE GENEVIEVE,QC,2001,20.6,34.2
ST GEORGES,QC,2001,17.9,58.6
ST GUILLAUME,QC,2001,19.0,114.5
MONTREAL/ST-HUBERT A,QC,2001,19.4,94.5
ST HYACINTHE 2,QC,2001,18.9,98.7
ST LUDGER,QC,2001,16.3,146.9
STE MADELEINE,QC,2001,19.3,114.9
ST MALO D AUCKLAND,QC,2001,17.0,160.5
STE MARTINE,QC,2001,19.8,60.2
ST NAZAIRE,QC,2001,18.2,101.6
ST PIERRE DE BROUGHTON,QC,2001,17.3,93.5
ST PROSPER,QC,2001,16.8,138.6
ST SEBASTIEN,QC,2001,16.6,105.6
ST SEVERIN,QC,2001,16.5,185.1
ST THEOPHILE,QC,2001,17.0,85.2
ST WENCESLAS,QC,2001,17.9,115.3
SAWYERVILLE NORD,QC,2001,17.4,143.4
SCOTT,QC,2001,17.7,114.4
SHERBROOKE A,QC,2001,16.9,159.5
SOREL,QC,2001,19.8,97.1
SUTTON,QC,2001,18.3,127.2
THETFORD MINES,QC,2001,17.3,132.6
VALLEE JONCTION,QC,2001,18.1,125.2
VALLEYFIELD,QC,2001,19.9,47.5
VERCHERES,QC,2001,20.4,63.2
STE-ANNE-DE-BELLEVUE 1,QC,2001,19.2,24.2
ST-ANICET 1,QC,2001,18.6,29.1
ST CAMILLE WOLFE,QC,2001,17.1,83.2
L'ACADIE,QC,2001,19.3,99.9
ANGERS,QC,2001,18.3,59.4
ARUNDEL,QC,2001,17.8,59.3
CHARTERIS,QC,2001,18.7,46.0
CHELSEA,QC,2001,18.7,68.4
CHENEVILLE,QC,2001,17.4,58.0
HIGH FALLS,QC,2001,18.0,50.0
LACHUTE,QC,2001,19.4,79.0
LA MACAZA,QC,2001,17.5,98.8
LUSKVILLE,QC,2001,17.4,71.6
MANIWAKI AIRPORT,QC,2001,18.0,42.1
MONTEBELLO (SEDBERGH),QC,2001,18.0,75.2
MONT LAURIER,QC,2001,18.0,64.8
MONTREAL/MIRABEL INT'L A,QC,2001,19.2,48.2
NOMININGUE,QC,2001,14.9,47.6
NOTRE DAME DE LA PAIX,QC,2001,17.8,64.4
POINTE AU CHENE,QC,2001,19.2,60.6
STE ANNE DU LAC,QC,2001,16.4,101.4
ST HIPPOLYTE,QC,2001,17.8,72.6
ST JEROME,QC,2001,19.2,79.3
SHAWVILLE,QC,2001,19.3,35.8
SHEENBORO,QC,2001,18.5,31.2
WRIGHT,QC,2001,18.5,51.6
ST-JOVITE,QC,2001,16.2,76.0
BAIE-COMEAU A,QC,2001,15.3,105.0
BAIE ST PAUL,QC,2001,18.2,79.4
BLANC-SABLON A,QC,2001,11.6,84.8
BAIE JOHAN BEETZ,QC,2001,14.7,162.2
CHATEAU RICHER,QC,2001,18.7,93.0
CAP-TOURMENTE,QC,2001,17.8,62.3
FORET MONTMORENCY,QC,2001,14.1,156.7
GODBOUT,QC,2001,15.6,144.0
GRANDES BERGERONNES,QC,2001,16.5,65.9
HAVRE-SAINT-PIERRE A,QC,2001,14.4,159.5
LA MALBAIE,QC,2001,16.9,115.0
ILE ROUGE,QC,2001,12.3,74.8
LES BUISSONS,QC,2001,17.1,23.0
LONGUE-POINTE-DE-MINGAN,QC,2001,13.2,129.1
NATASHQUAN A,QC,2001,14.6,157.2
PENTECOTE,QC,2001,16.3,144.8
PETITE RIV ST FRANCOIS,QC,2001,17.8,67.8
PETIT SAGUENAY,QC,2001,17.6,176.8
POSTE MONTAGNAIS,QC,2001,14.3,163.2
STE ROSE DU NORD,QC,2001,17.5,135.5
ST SIMEON,QC,2001,18.0,35.4
ST URBAIN,QC,2001,17.7,59.2
SEPT-ILES A,QC,2001,15.3,107.2
TADOUSSAC,QC,2001,16.2,88.8
ILE AUX COUDRES,QC,2001,17.3,95.1
POINTE-DES-MONTS,QC,2001,12.9,109.0
RIVIERE AU TONNERRE,QC,2001,14.2,157.6
ST HILARION,QC,2001,17.0,102.8
BAIE-COMEAU,QC,2001,15.9,107.6
AMQUI,QC,2001,17.4,97.0
BAIE DES SABLES,QC,2001,17.5,109.3
CAP-D'ESPOIR,QC,2001,15.3,116.0
CAP DES ROSIERS,QC,2001,16.0,70.8
CAPLAN,QC,2001,17.1,101.7
CAP-MADELEINE,QC,2001,15.6,105.0
CAUSAPSCAL,QC,2001,17.2,107.6
GASPE A,QC,2001,17.0,68.4
GRANDE VALLEE,QC,2001,17.8,90.0
HEATH POINT,QC,2001,12.9,5.8
HONFLEUR,QC,2001,17.6,75.9
LAC HUMQUI,QC,2001,16.8,113.5
ILES DE LA MADELEINE,QC,2001,17.2,30.0
LA POCATIERE,QC,2001,17.6,87.2
MONT-JOLI A,QC,2001,16.9,59.6
MONTMAGNY,QC,2001,19.0,77.8
NEW CARLISLE 1,QC,2001,15.1,32.0
NOTRE DAME DU LAC,QC,2001,17.2,125.0
NOUVELLE,QC,2001,17.6,117.9
POINTE-AU-PERE (INRS),QC,2001,14.9,80.6
PORT DANIEL,QC,2001,17.6,90.4
PORT-MENIER,QC,2001,15.4,97.0
RIMOUSKI,QC,2001,17.6,86.8
RIVIERE BLEUE,QC,2001,17.5,79.0
RIVIERE-DU-LOUP,QC,2001,16.4,118.2
ST ALEXIS DE MATAPEDIA,QC,2001,16.9,158.7
STE ANNE DES MONTS,QC,2001,16.3,66.8
ST ARSENE,QC,2001,16.5,88.4
ST BRUNO KAMOURASKA,QC,2001,16.9,74.8
ST CAMILLE,QC,2001,16.1,158.0
ST CLEMENT,QC,2001,16.5,118.0
ST ELZEAR DE BONAVENTURE,QC,2001,15.6,100.6
STE GERMAINE,QC,2001,16.3,134.2
ST GUY,QC,2001,16.7,210.2
ST JEAN DE CHERBOURG,QC,2001,16.2,113.0
STE LUCIE,QC,2001,15.2,87.0
SAINT MICHEL,QC,2001,18.3,74.1
ST PAMPHILE,QC,2001,16.5,76.2
ST RENE DE MATANE,QC,2001,17.2,130.7
STE ROSE DU DEGELIS,QC,2001,17.7,120.8
TRINITE DES MONTS,QC,2001,16.3,131.1
TROIS PISTOLES,QC,2001,16.8,102.9
ILES DE LA MADELEINE A,QC,2001,17.8,30.0
FONTENELLE,QC,2001,16.8,65.4
LADRIERE,QC,2001,16.5,132.8
CAP-CHAT,QC,2001,14.8,54.9
BAGOTVILLE A,QC,2001,18.0,151.2
BONNARD 1,QC,2001,16.2,109.0
CHUTE-DES-PASSES,QC,2001,15.4,47.0
HEMON,QC,2001,16.6,189.3
JONQUIERE,QC,2001,17.5,168.7
LAC BOUCHETTE,QC,2001,16.6,157.2
LAC STE CROIX,QC,2001,17.9,181.0
MISTOOK,QC,2001,17.4,67.0
NORMANDIN,QC,2001,16.7,119.1
PERIBONCA,QC,2001,17.5,167.0
ROBERVAL A,QC,2001,17.4,216.8
ST AMBROISE,QC,2001,17.4,154.1
ST LEON DE LABRECQUE,QC,2001,17.3,209.2
ST PRIME,QC,2001,17.6,223.3
MANOUANE EST,QC,2001,15.2,126.0
FALARDEAU,QC,2001,16.9,180.9
GRANDE ANSE,QC,2001,17.9,90.5
LA TUQUE,QC,2001,17.3,54.0
PARENT S,QC,2001,15.8,82.6
PARENT,QC,2001,15.4,93.0
ST MICHEL DES SAINTS,QC,2001,16.0,84.8
BARRAGE ANGLIERS,QC,2001,17.8,38.5
BARRAGE TEMISCAMINGUE,QC,2001,18.5,34.2
BELLETERRE,QC,2001,15.1,80.0
KIPAWA LANIEL,QC,2001,17.5,36.9
RAPIDE DES JOACHIMS,QC,2001,19.1,23.0
REMIGNY,QC,2001,17.4,43.2
ROQUEMAURE,QC,2001,16.1,49.0
ROUYN,QC,2001,17.5,59.4
VILLE MARIE,QC,2001,18.5,50.0
LATULIPE,QC,2001,16.8,59.6
CHAPAIS,QC,2001,15.3,99.6
CHAPAIS 2,QC,2001,16.3,104.4
CHIBOUGAMAU-CHAPAIS A,QC,2001,15.6,106.5
LA GRANDE RIVIERE A,QC,2001,15.7,79.4
LA MORANDIERE,QC,2001,15.1,88.0
LA SARRE,QC,2001,16.1,93.1
LEBEL SUR QUEVILLON,QC,2001,16.3,134.0
MATAGAMI  A,QC,2001,15.7,111.0
RIVIERE HEVA,QC,2001,15.4,53.6
TASCHEREAU,QC,2001,16.3,96.2
VAL-D'OR A,QC,2001,16.9,40.5
VAL ST GILLES,QC,2001,15.6,86.2
LAC BERRY,QC,2001,15.6,90.5
INUKJUAK A,QC,2001,14.6,26.0
KUUJJUARAPIK A,QC,2001,13.6,28.2
KUUJJUAQ A,QC,2001,12.6,68.6
SCHEFFERVILLE A,QC,2001,13.0,74.5
ACADIA FOREST EXP ST,NB,2001,18.6,65.8
ALMA,NB,2001,17.1,32.2
AROOSTOOK,NB,2001,18.5,190.4
BAS CARAQUET,NB,2001,19.1,59.6
BATHURST A,NB,2001,18.5,104.6
BELLEDUNE CS,NB,2001,18.8,84.4
BERTRAND,NB,2001,18.7,88.6
BON ACCORD,NB,2001,17.0,150.2
CHARLO A,NB,2001,18.0,208.6
MIRAMICHI A,NB,2001,18.6,81.8
DOAKTOWN,NB,2001,18.8,80.0
FREDERICTON A,NB,2001,18.5,63.5
FREDERICTON CDA CS,NB,2001,19.5,45.5
FUNDY PARK (ALMA) CS,NB,2001,17.5,28.2
GAGETOWN AWOS A,NB,2001,18.6,42.5
GAGETOWN 2,NB,2001,19.2,77.8
GRAND MANAN SAR CS,NB,2001,15.6,28.4
HARCOURT,NB,2001,18.0,84.2
HARVEY STATION,NB,2001,18.3,77.2
HAUT SHIPPAGAN,NB,2001,18.7,88.8
HAVELOCK,NB,2001,19.1,50.0
JUNIPER,NB,2001,17.7,91.2
KOUCHIBOUGUAC CS,NB,2001,19.4,61.1
MACTAQUAC PROV PARK,NB,2001,18.6,100.4
MAPLETON,NB,2001,17.6,121.6
MISCOU ISLAND (AUT),NB,2001,17.7,118.7
MONCTON,NB,2001,19.4,19.4
MONCTON A,NB,2001,18.4,17.3
MOUNT CARLETON,NB,2001,16.6,179.3
NAUWIGEWAUK,NB,2001,17.0,30.2
NEPISIGUIT FALLS,NB,2001,18.4,68.8
PARKINDALE,NB,2001,18.9,34.9
PENNFIELD,NB,2001,13.8,48.6
POINT ESCUMINAC (AUT),NB,2001,17.9,45.6
POINT LEPREAU CS,NB,2001,15.0,29.6
REXTON,NB,2001,19.3,39.5
SACKVILLE,NB,2001,17.8,21.0
SAINT JOHN A,NB,2001,16.2,27.1
ST LEONARD A,NB,2001,17.8,121.6
ST STEPHEN (AUT),NB,2001,17.4,9.6
SUSSEX,NB,2001,19.0,38.1
UPSALQUITCH LAKE,NB,2001,16.0,122.0
WOLFE LAKE CS,NB,2001,17.5,45.7
EDMUNDSTON,NB,2001,18.3,73.4
SEAL COVE,NB,2001,14.7,31.6
AMHERST (AUT),NS,2001,17.5,28.2
ANNAPOLIS ROYAL,NS,2001,18.6,16.0
ASHDALE,NS,2001,18.3,74.4
AVONDALE,NS,2001,18.7,51.2
BADDECK BELL,NS,2001,18.0,68.5
BEAVER ISLAND (AUT),NS,2001,13.2,70.0
BERWICK,NS,2001,18.1,53.6
BRIDGEWATER,NS,2001,17.7,92.6
CARIBOU POINT (AUT),NS,2001,18.3,65.0
CHARLESVILLE,NS,2001,14.1,84.9
CHETICAMP CS,NS,2001,18.4,56.6
COLLEGEVILLE,NS,2001,17.6,55.2
DEMING,NS,2001,14.6,83.8
EAST WALLACE,NS,2001,19.0,32.7
FARMINGTON,NS,2001,18.4,69.1
GREAT VILLAGE,NS,2001,17.6,42.8
GREENWOOD A,NS,2001,19.2,32.8
HALIFAX CITADEL,NS,2001,17.6,89.0
HALIFAX STANFIELD INT'L A,NS,2001,18.0,68.8
INGONISH BEACH CS,NS,2001,18.7,50.5
JACKSON,NS,2001,17.6,35.2
KEJIMKUJIK 1,NS,2001,18.7,63.2
KENTVILLE CDA CS,NS,2001,19.1,26.0
LAKE MAJOR,NS,2001,17.6,88.6
LIVERPOOL BIG FALLS,NS,2001,18.5,74.0
LIVERPOOL MILTON,NS,2001,17.7,64.2
LOUISBOURG,NS,2001,16.3,76.2
LYONS BROOK,NS,2001,18.7,72.5
MABOU,NS,2001,17.7,60.8
MALAY FALLS,NS,2001,17.1,71.7
MARGAREE FORKS,NS,2001,18.5,65.6
MIDDLEBORO,NS,2001,18.9,22.5
MIDDLE MUSQUODOBOIT,NS,2001,17.4,85.4
NAPPAN CDA,NS,2001,18.5,22.0
PARRSBORO,NS,2001,17.1,19.6
POCKWOCK LAKE,NS,2001,18.0,102.8
POINT ACONI,NS,2001,18.3,66.5
PORT HAWKESBURY A,NS,2001,19.6,50.8
PUGWASH,NS,2001,19.9,8.5
SABLE ISLAND,NS,2001,15.8,87.6
ST MARGARET'S BAY,NS,2001,17.4,72.4
ST PAUL ISLAND (AUT),NS,2001,16.6,58.0
SALMON HOLE,NS,2001,19.9,104.6
SHEARWATER A,NS,2001,16.8,87.9
SHEARWATER AUTO,NS,2001,17.6,51.8
SOUTH MOUNTAIN,NS,2001,18.5,53.8
SOUTH SIDE HARBOUR,NS,2001,18.6,49.3
SPRINGFIELD,NS,2001,18.4,75.2
STILLWATER SHERBROOKE,NS,2001,17.8,99.4
SUMMERVILLE,NS,2001,17.8,42.0
SYDNEY A,NS,2001,17.5,53.0
TATAMAGOUCHE,NS,2001,18.6,38.0
TRENTON MUNICIPAL A,NS,2001,17.5,53.0
TRURO,NS,2001,17.9,80.2
TRURO (AUT),NS,2001,17.1,69.2
UPPER STEWIACKE,NS,2001,17.6,77.6
WATERVILLE CAMBRIDGE,NS,2001,18.9,48.7
WESTERN HEAD,NS,2001,12.6,49.2
WINDSOR MARTOCK,NS,2001,19.4,64.8
WRECK COVE BROOK,NS,2001,17.3,72.2
YARMOUTH A,NS,2001,15.6,54.8
ALLISTON,PE,2001,19.0,44.4
BANGOR,PE,2001,17.8,57.4
CHARLOTTETOWN A,PE,2001,18.4,44.4
EAST POINT (AUT),PE,2001,17.4,28.8
ELMWOOD,PE,2001,18.5,46.2
KINGSBORO,PE,2001,17.9,34.6
MONTICELLO,PE,2001,18.3,70.0
LONG RIVER,PE,2001,18.3,12.1
O'LEARY,PE,2001,19.1,19.6
STANHOPE,PE,2001,19.1,56.8
TYNE VALLEY,PE,2001,19.0,5.0
VICTORIA,PE,2001,15.6,99.0
HARRINGTON CDA CS,PE,2001,18.2,65.2
ARGENTIA (AUT),NL,2001,13.6,96.6
BADGER (AUT),NL,2001,16.0,76.2
BAY D'ESPOIR GEN STN,NL,2001,15.5,168.1
BLACK DUCK,NL,2001,16.0,120.2
BOAT HARBOUR,NL,2001,15.5,125.2
BONAVISTA,NL,2001,15.0,89.0
BRANCH,NL,2001,14.8,123.0
BROWNSDALE,NL,2001,16.2,76.2
BUCHANS,NL,2001,16.3,104.4
BURGEO 2,NL,2001,14.4,114.3
BUTLERVILLE,NL,2001,16.2,112.5
CAPE RACE (AUT),NL,2001,12.0,50.6
CARMANVILLE,NL,2001,16.0,106.8
CHARLESTON,NL,2001,15.9,105.8
CORMACK,NL,2001,15.4,122.6
CORNER BROOK,NL,2001,17.9,81.2
COW HEAD,NL,2001,15.6,89.0
DANIELS HARBOUR,NL,2001,14.8,108.5
DEER LAKE,NL,2001,16.8,121.6
DEER LAKE A,NL,2001,16.0,129.8
ENGLEE (AUT),NL,2001,12.6,52.0
EXPLOITS DAM,NL,2001,15.9,96.6
FOGO,NL,2001,14.6,120.6
GALLANTS,NL,2001,15.8,115.8
GAMBO,NL,2001,16.3,73.4
GANDER INT'L A,NL,2001,15.8,97.2
GARNISH,NL,2001,14.6,89.6
GLENWOOD,AB,2001,16.6,87.7
GOOBIES,NL,2001,15.5,113.0
DOYLES,NL,2001,16.9,67.7
HARBOUR BRETON,NL,2001,14.1,131.7
HARBOUR DEEP,NL,2001,13.4,199.2
HAWKE'S BAY,NL,2001,15.9,83.0
HOLYROOD,NL,2001,15.4,79.0
HOLYROOD GEN STN,NL,2001,17.0,73.3
INDIAN BAY B.B.,NL,2001,16.9,104.4
ISLE AUX MORTS,NL,2001,14.0,128.6
LETHBRIDGE,NL,2001,16.0,125.0
LOGY BAY,NL,2001,16.4,73.0
MIDDLE ARM,NL,2001,14.7,128.4
NORTH HARBOUR,NL,2001,14.5,119.0
PLUM POINT,NL,2001,14.4,88.6
POINT LEAMINGTON,NL,2001,16.6,120.3
PORT AUX BASQUES,NL,2001,14.3,95.0
PORT BLANDFORD,NL,2001,16.9,60.0
PORTUGAL COVE,NL,2001,13.9,73.0
RED HARBOUR PB,NL,2001,15.1,144.6
RATTLING BRK NORRIS ARM,NL,2001,17.6,66.0
ROCKY HARBOUR CS,NL,2001,17.6,51.0
SAGONA ISLAND,NL,2001,13.6,9.8
ST ANTHONY,NL,2001,12.6,49.5
ST JOHN'S A,NL,2001,15.7,82.8
ST JOHN'S WEST CDA CS,NL,2001,16.7,50.4
SALMONIER NATURE PARK,NL,2001,16.3,98.2
SALT POND,NL,2001,15.3,174.4
SOPS ARM WHITE BAY,NL,2001,14.9,70.0
SOUTH BROOK PASADENA,NL,2001,16.3,40.6
STEPHENVILLE A,NL,2001,16.6,70.0
SWIFT CURRENT,SK,2001,15.8,118.2
TERRA NOVA NAT PARK CS,NL,2001,17.3,102.2
TWILLINGATE (AUT),NL,2001,13.6,123.0
WESTERN ARM BROOK,NL,2001,14.2,109.4
WHITBOURNE,NL,2001,14.9,121.2
WINTERLAND,NL,2001,15.6,115.5
WOODDALE BISHOP'S FALLS,NL,2001,16.5,86.3
LOURDES,NL,2001,16.6,43.0
ST ANTHONY A,NL,2001,12.9,80.4
MAIN BROOK,NL,2001,13.2,83.2
MCIVER'S,NL,2001,17.6,63.4
CARTWRIGHT,NL,2001,10.1,78.5
CHURCHILL FALLS,NL,2001,13.4,148.0
GOOSE A,NL,2001,13.5,157.8
HOPEDALE (AUT),NL,2001,8.0,94.4
NAIN A,NL,2001,8.4,86.4
MAKKOVIK A,NL,2001,9.7,157.4
WABUSH LAKE A,NL,2001,14.0,125.2
WEST ST MODESTE,NL,2001,11.7,179.0
MARY'S HARBOUR,NL,2001,11.2,39.7
CHEMAINUS,BC,2002,19.0,6.4
COWICHAN LAKE FORESTRY,BC,2002,17.9,21.4
LAKE COWICHAN,BC,2002,17.8,16.0
DUNCAN KELVIN CREEK,BC,2002,18.0,12.6
ESQUIMALT HARBOUR,BC,2002,16.2,8.4
GANGES MANSELL RD,BC,2002,17.9,20.6
GALIANO NORTH,BC,2002,17.2,20.0
MALAHAT,BC,2002,18.3,4.8
MAYNE ISLAND,BC,2002,17.2,10.0
NORTH PENDER ISLAND,BC,2002,17.5,11.3
POINT-NO-POINT,BC,2002,14.9,23.0
PORT RENFREW,BC,2002,15.5,12.6
SAANICHTON CDA,BC,2002,17.2,5.6
SALTSPRING ST MARY'S L,BC,2002,18.7,13.6
SATURNA CAPMON,BC,2002,16.5,6.0
SHAWNIGAN LAKE,BC,2002,17.7,19.0
SHERINGHAM POINT,BC,2002,14.3,14.2
VICTORIA UNIVERSITY CS,BC,2002,17.5,3.0
VICTORIA GONZALES HTS,BC,2002,16.5,2.0
VICTORIA GONZALES CS,BC,2002,16.5,1.4
VICTORIA HIGHLAND,BC,2002,17.5,4.6
VICTORIA INT'L A,BC,2002,17.0,6.6
WILLIAM HEAD,BC,2002,16.8,5.6
VICTORIA HARTLAND CS,BC,2002,18.4,7.4
BLACK CREEK,BC,2002,17.3,55.6
CAMPBELL RIVER A,BC,2002,17.3,32.8
CAPE MUDGE,BC,2002,17.5,35.4
CHATHAM POINT,BC,2002,15.8,44.9
COMOX A,BC,2002,18.2,19.0
COMOX PCC,BC,2002,17.2,20.5
COOMBS,BC,2002,17.8,25.2
CORTES ISLAND TIBER BAY,BC,2002,18.5,26.8
COURTENAY GRANTHAM,BC,2002,18.0,25.0
COURTENAY PUNTLEDGE,BC,2002,19.3,25.1
DUNCAN GLENORA,BC,2002,18.2,11.6
ENTRANCE ISLAND CS,BC,2002,15.0,27.0
FANNY ISLAND,BC,2002,13.5,36.0
GABRIOLA ISLAND,BC,2002,16.8,9.8
HERIOT BAY SE,BC,2002,17.5,36.4
LITTLE QUALICUM HATCHERY,BC,2002,16.5,16.7
MUD BAY,BC,2002,17.6,11.3
MYRA CREEK,BC,2002,17.2,3.3
